Title,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author,Number of Pages
Piano Adventures - Lesson Book - Level 1,2254,4.8,6119,4.45,Piano & Keyboards,Faber Piano Adventures,Faber Piano Adventures,Nancy Faber,64
Healing Through Words,2255,4.8,1060,8.25,Creativity,Andrews McMeel Publishing,Andrews McMeel Publishing,Rupi Kaur,320
Meet Bluey's Friends: A Tabbed Board Book,2256,4.9,76,4.59,Dogs,Penguin Young Readers Licenses,GOODMI,Meredith Rusu,16
Best of Children’s Classics (Set of 5 Books),2257,4.7,6484,16.49,Action & Adventure,Fingerprint! Publishing,,Various Various,936
The Great Divorce,2258,4.7,8726,9.59,Spiritual Growth,HarperOne,HarperOne,C. S. Lewis,160
All the Animals: How to Draw Books for Kids (How to Draw For Kids Series),2259,4.8,871,10.78,Animals,Paige Tate & Co,Paige Tate & Co,Alli Koch,80
All the Light We Cannot See,2260,4.5,220054,11.95,Military,Scribner,Scribner,Anthony Doerr,531
Nightfall: Devil's Night #4,2260,4.6,12928,18.83,Family Saga,Independently published,Independently Published,Penelope Douglas,750
Good Night Stories for Rebel Girls: 100 Tales of Extraordinary Women,2261,4.8,10670,13.00,Friendship,Rebel Girls,Rebel Girls,Elena Favilli,224
MONEY Master the Game: 7 Simple Steps to Financial Freedom (Tony Robbins Financial Freedom Series),2262,4.6,13723,6.22,Motivational,Simon & Schuster,Simon & Schuster,Tony Robbins,688
Welcome to the Symphony: A Musical Exploration of the Orchestra Using Beethoven's Symphony No. 5,2263,4.7,1822,19.69,Classical,Workman Publishing Company,Workman Publishing Company,Carolyn Sloan,32
"A Game of Fate (Hades x Persephone Saga, 2)",2264,4.5,9394,10.00,Romantic,Bloom Books,,Scarlett St. Clair,416
Letters from a Stoic (Penguin Classics),2264,4.7,4477,9.03,Rome,Penguin Books,Penguin Classics,Seneca Lucius,254
First Aid for the USMLE Step 1 2023,2265,4.7,714,45.12,Clinical Chemistry,McGraw Hill / Medical,,Tao Le,848
"This Is Your Brain on Food: An Indispensable Guide to the Surprising Foods that Fight Depression, Anxiety, PTSD, OCD, ADHD, and More",2266,4.6,2531,13.33,Self-Help,"Little, Brown Spark","Little, Brown Spark",Uma Naidoo MD,384
Spider-Man: Into the Spider-Verse -The Art of the Movie,2267,4.9,4863,28.99,Performing Arts,Titan Books,Titan Books (UK),Ramin Zahed,204
"KJV Holy Bible, Standard Size Faux Leather Red Letter Edition Thumb Index, Ribbon Marker, King James Version, Pink Floral Zipper Closure",2268,4.9,15169,21.71,Bibles,Christian Art Publishers,,Publishers Christian,1002
"Hooky (Hooky, 1)",2272,4.8,1740,8.05,Siblings,Clarion Books,LINGKU,Míriam Bonastre Tur,384
"Project Smoke: Seven Steps to Smoked Food Nirvana, Plus 100 Irresistible Recipes from Classic (Slam-Dunk Brisket) to Adventurous (Smoked Bacon-Bourbon ... (Steven Raichlen Barbecue Bible Cookbooks)",2272,4.7,9734,10.99,Canning & Preserving,Workman Publishing Company,Workman Publishing Company,Steven Raichlen,336
The Best of Fyodor Dostoevsky,2273,4.6,420,35.99,Classics,Wordsworth Editions,Wordsworth Editions,Dostoevsky Fyodor,3936
The Totally Awesome Book of Useless Information,2274,4.7,5409,8.34,Trivia & Fun Facts,Penguin Publishing Group,TarcherPerigee,Botham Noel,192
"Cricut for Newbies: How to Use Your Cricut Machine with Confidence. Master Design Space, Build Your Skills with In-Depth Project Tutorials, and Enjoy ... & Tricks (The Cricut for Newbies Collection)",2275,4.6,876,20.76,Ribbons,Delara Chowdhury,,Delara Chowdhury,268
A Thousand Splendid Suns,2276,4.7,47236,6.99,War,Riverhead Books,Riverhead Books,Khaled Hosseini,432
"Hilarious Jokes For 7 Year Old Kids: An Awesome LOL Gag Book For Young Boys and Girls Filled With Tons of Tongue Twisters, Rib Ticklers, Side Splitters, and Knock Knocks (Hilarious Jokes for Kids)",2277,4.7,2071,8.88,Activity Books,Independently published,,Hayden Fox,111
One Question a Day: A Five-Year Journal: A Personal Time Capsule of Questions and Answers,2278,4.7,2815,12.04,Creativity,Castle Point Books,Castle Point Books,Aimee Chase,368
Wings of Fire: The Official How to Draw,2279,4.8,54,9.95,Animals,Scholastic Inc.,,Tui T. Sutherland,96
The Little Book of Hygge: A Cozy Hygge Gift (The Happiness Institute Series),2279,4.5,5742,7.99,Happiness,William Morrow,William Morrow & Company,Meik Wiking,240
Grandmother's Journal: Memories and Keepsakes for My Grandchild,2280,4.8,7564,10.25,Aging,Weldon Owen,Weldon Owen,Streak Blue,96
Funster Crossword Puzzle Book for Adults: 101 Large-Print Easy Puzzles,2280,4.6,2976,10.74,Crosswords,Funster,,Charles Timmerman,225
The Lorax (Classic Seuss),2281,4.9,11658,4.49,Stories In Verse,Random House Books for Young Readers,Random House Books for Young Readers,Seuss Dr,72
The Dictionary of Obscure Sorrows,2281,4.8,2647,14.20,Emotions,Simon & Schuster,,John Koenig,288
Howl's Moving Castle,2282,4.7,17854,7.99,Girls & Women,Greenwillow Books,Greenwillow Books,Diana Wynne Jones,448
Her Soul to Take (Souls Trilogy),2283,4.4,17523,15.42,Gothic,Independently published,,Harley Laroux,491
"The Defined Dish: Whole30 Endorsed, Healthy and Wholesome Weeknight Recipes (A Defined Dish Book)",2283,4.8,6262,17.34,Quick & Easy,Harvest,TenderTouches,Alex Snodgrass,304
"A Little SPOT of Emotion 8 Book Box Set (Books 1-8: Anger, Anxiety, Peaceful, Happiness, Sadness, Confidence, Love, & Scribble Emotion)",2284,4.9,5191,45.68,Emotions & Feelings,Diane Alber Art LLC,Cymbolix,Alber Diane,
How to Talk so Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7 (The How To Talk Series),2285,4.7,9380,7.96,Conflict Management,Scribner,Scribner,Joanna Faber,448
The 33 Strategies of War (Joost Elffers Books),2286,4.8,4268,18.00,Motivational,Penguin Books,Penguin Books,Greene Robert,512
Wreck This Journal (Black) Expanded Edition,2288,4.7,15332,9.10,Creativity,Penguin Books,Penguin Books,Keri Smith,224
Knight Owl (Caldecott Honor Book),2289,4.9,941,13.09,Birds,Christy Ottaviano Books,KAVNLON,Christopher Denise,48
"Ninth House (Ninth House Series, 1)",2290,4.4,21971,5.90,Occult,Flatiron Books,Flatiron Books,Leigh Bardugo,496
Five Survive,2292,4.3,3759,12.34,Prejudice & Racism,Delacorte Press,,Holly Jackson,400
Texts from Dog 2024 Day-to-Day Calendar,2292,4.9,14,13.45,Cats,Andrews McMeel Publishing,,October Jones,640
"The Shredded Chef: 125 Recipes for Building Muscle, Getting Lean, and Staying Healthy (Third Edition)",2295,4.4,4936,26.84,Quick & Easy,Waterbury Publications Inc.,,Matthews Michael,284
Dog Man: Lord of the Fleas: A Graphic Novel (Dog Man #5): From the Creator of Captain Underpants (5),2296,4.8,19097,4.45,Dogs,Graphix,Scholastic,Dav Pilkey,256
Totally Awesome Mazes and Puzzles: Over 200 Brain-bending Challenges,2297,4.8,3518,6.35,Mazes,Parragon Books,Parragon Books,Potter William,256
Civics and English flashcards to Study for The US citizenship Test with Official 100 USCIS Illustrated Questions and Answers for American Civics and English Proficiency Exams,2298,4.7,233,12.95,Emigration & Immigration,American Prudence LLC,AMERICAN PRUDENCE,LLC American,138
How To Draw Comics The Marvel Way,2299,4.7,6207,10.79,Drawing,Atria Books,Atria Books,John Buscema,192
Clear Thinking: Turning Ordinary Moments into Extraordinary Results,2300,4.6,596,19.79,Motivational,Portfolio,,Shane Parrish,288
Percy Jackson and the Olympians The Lightning Thief The Graphic Novel (paperback) (Percy Jackson & the Olympians),2301,4.5,3839,11.62,Action & Adventure,Disney Hyperion,,Rick Riordan,128
Blackstone® Griddling: The Ultimate Guide to Show-Stopping Recipes on Your Outdoor Gas Griddle,2302,4.7,171,15.43,Burgers & Sandwiches,Page Street Publishing,,Josh Hunt,168
A Court of Thorns and Roses Collector's Edition,2304,4.6,157619,24.95,Folklore,Bloomsbury Publishing,Bloomsbury YA,Sarah J. Maas,448
A Christmas Carol (Bantam Classics),2305,4.7,976,3.00,Classics & Allegories,Bantam Classics,Bantam Classics,Charles Dickens,79
"Reckless (Chestnut Springs, 4)",2305,4.6,28399,13.46,Contemporary,Bloom Books,,Elsie Silver,448
The Wish,2306,4.7,43538,11.36,Family Life,Grand Central Publishing,,Nicholas Sparks,416
"Enola Holmes: The Graphic Novels: The Case of the Missing Marquess, The Case of the Left-Handed Lady, and The Case of the Bizarre Bouquets (Volume 1)",2307,4.7,436,10.89,Girls & Women,Andrews McMeel Publishing,,Serena Blasco,192
"The Daily Laws: 366 Meditations on Power, Seduction, Mastery, Strategy, and Human Nature",2308,4.8,3282,13.19,Motivational,Viking,,Robert Greene,464
Cursive Handwriting Workbook For Kids: Cursive for beginners workbook. Cursive letter tracing book. Cursive writing practice book to learn writing in cursive (Beginning Cursive Handwriting Workbooks),2309,4.7,13343,7.99,Elephants,Independently published,Independently Published,Sujatha Lalgudi,108
"Girl, Interrupted: A Memoir",2310,4.4,6282,5.88,Authors,Vintage,Vintage,Susanna Kaysen,192
Math Riddles For Smart Kids: Math Riddles And Brain Teasers That Kids And Families Will love (Thinking Books for Kids),2312,4.6,2864,7.99,Activity Books,CreateSpace Independent Publishing Platform,,M Prefontaine,70
Pineapple Street: A GMA Book Club Pick (A Novel),2315,4.0,20543,7.61,Family Life,Pamela Dorman Books,,Jenny Jackson,320
The Selection 5-Book Box Set: The Complete Series,2316,4.8,7652,31.46,Girls & Women,HarperTeen,Harperteen,Kiera Cass,1760
El Poder del Metabolismo (Power of Your Metabolism Spanish Version) (new edition) (Spanish Edition),2316,4.8,6006,11.00,Weight Loss,Metabolic Press,TenderTouches,Suarez Frank,387
"The Books of Enoch: The Angels, The Watchers and The Nephilim: (With Extensive Commentary on the Three Books of Enoch, the Fallen Angels, the Calendar of Enoch, and Daniel's Prophecy)",2318,4.7,11623,10.09,Commentaries,"Fifth Estate, Incorporated",Fifth Estate,Joseph Lumpkin,364
40 Taylor Swift Songs: Really Easy Piano Series with Lyrics & Performance Tips (Really Easy Piano; Hal Leonard),2318,4.5,109,18.49,Piano & Keyboards,Hal Leonard,Hal Leonard,Taylor Swift,120
I Am a Super Girl!: An Acorn Book (Princess Truly #1),2319,4.8,3212,3.59,Girls & Women,Scholastic Inc.,Scholastic,Kelly Greenawalt,48
Zodiac Academy: The Awakening,2319,4.3,39097,13.72,Vampires,Nielsen,,Caroline Peckham,434
UFO: The Inside Story of the US Government's Search for Alien Life Here―and Out There,2321,3.8,56,24.56,United States,Avid Reader Press / Simon & Schuster,,Garrett M. Graff,544
Throttled Special Edition (Dirty Air Special Edition),2321,4.7,3144,13.49,Contemporary,Lauren Asher,,Lauren Asher,376
The Simpsons 2024 Wall Calendar,2323,4.7,79,14.39,Performing Arts,Rizzoli Universe,Universe Publishing,Matt Groening,24
The Stars Don't Lie: A Novel,2324,4.3,8313,9.99,Coming of Age,Lake Union Publishing,,Boo Walker,347
DELIVERED FROM DEEP DARKNESS,2325,4.8,155,11.54,Spiritual Warfare,Independently published,IERO,JAMES KAWALYA,177
Five Nights at Freddy's: Fazbear Frights Graphic Novel Collection Vol. 3 (Five Nights at Freddy’s Graphic Novel #3) (Five Nights at Freddy’s Graphic Novels),2326,4.7,130,10.47,Graphic Novels,Graphix,,Christopher Hastings,192
"I Love You More, Babysaur: A Sweet and Punny Dinosaur Board Book for Babies and Toddlers (Punderland)",2328,4.8,1039,3.29,Dinosaurs,Sourcebooks Wonderland,Sourcebooks Wonderland,Rose Rossner,24
Love on the Brain,2329,4.3,21479,9.24,Feel-Good,Berkley,,Ali Hazelwood,368
Small Victories: A Coloring Book of Little Wins and Miniature Masterpieces,2332,4.5,299,11.19,Individual Artists,Penguin Life,,Johanna Basford,80
"2024 Vision Board Clip Art Book: Create Powerful Vision Boards from 500+ Images, Quotes, and Words to Achieve Your Best Year Ever | Inspirational Pictures For Women and Men (Vision Board Supplies)",2333,4.7,17,15.14,Mixed Media,Independently published,,Angelie Dane,109
"Not Nice: Stop People Pleasing, Staying Silent, & Feeling Guilty... And Start Speaking Up, Saying No, Asking Boldly, And Unapologetically Being Yourself",2334,4.6,2085,16.19,Interpersonal Relations,"Center For Social Confidence, The",Center for Social Confidence,Dr Aziz Gazipura,504
Moonology™ Diary 2024,2334,4.9,283,13.05,Journal Writing,Hay House UK,,Yasmin Boland,264
The Dead Sea Scrolls Bible: The Oldest Known Bible Translated for the First Time into English,2335,4.6,1388,16.49,Bibles,HarperOne,HarperOne,Martin G. Abegg Jr.,672
Made in Taiwan: Recipes and Stories from the Island Nation (A Cookbook),2336,4.7,73,25.19,Chinese,S&S/Simon Element,,Clarissa Wei,384
23 1/2 Lies (Women's Murder Club),2337,4.1,3764,11.39,Anthologies,Grand Central Publishing,,James Patterson,448
State Quarter 1999-2009: Collector's State Quarter Folder,2338,4.7,10213,5.30,Coin Folders,Krause Publications,Krause Publications,Warman's Warman's,3
My First Complete Learning Library: Boxset of 20 Board Books Gift Set for Kids (Horizontal Design),2339,4.7,14632,29.99,Charter Schools,Wonder House Books,,Books Wonder,440
How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal) (Volume 2),2339,4.5,13158,3.35,Lightning Cables,Andrews McMeel Publishing,Andrews McMeel Publishing,Oatmeal The,136
"Every Moment Holy, Volume III (Hardcover): The Work of the People (Every Moment Holy, 3)",2340,5.0,17,24.81,Devotionals,Every Moment Holy,APG Sales & Distribution,Douglas Kaine McKelvey,432
"The Prayer Journal for Teen Girls: A Daily Christian Journal for Teenage and Preteen Girls to Practice Gratitude, Reduce Anxiety and Strengthen Your Faith",2342,4.8,311,11.69,Biblical Studies,Paper Peony Press,Paper Peony Press,Press Paper,180
"Genki Textbook Volume 1, 3rd edition (Genki (1)) (Multilingual Edition)",2343,4.8,2385,33.61,Foreign Language Study & Reference,Japan Times,Japan Times,Banno Eri,384
Boris Vallejo & Julie Bell's Fantasy Wall Calendar 2024: A Year of Classic Images for 2024,2344,4.9,46,11.99,Individual Artists,Workman Publishing Company,Workman Publishing,Calendars Workman,28
How Great Is Our God: 100 Indescribable Devotions About God and Science (Indescribable Kids),2345,4.9,6686,7.98,School,Tommy Nelson,Thomas Nelson,Louie Giglio,208
"Goodnight, Goodnight, Construction Site",2346,4.9,23459,8.23,Sleep,Chronicle Books,Chronicle Books,Sherri Duskey Rinker,32
"Harry Potter and the Cursed Child, Parts One and Two: The Official Playscript of the Original West End Production",2347,4.3,102744,5.11,Drama & Theater,Arthur A. Levine Books,Arthur A. Levine Books,J. K. Rowling,336
Birthday Girl,2350,4.4,65215,12.48,Coming of Age,Berkley,,Penelope Douglas,464
Super Mario: The Big Coloring Book (Nintendo®),2350,4.8,3153,6.99,Coloring Books,Random House Books for Young Readers,Random House Books for Young Readers,House Random,48
"NIV, Adventure Bible, Hardcover, Full Color",2351,4.9,7354,12.37,Bibles,ZonderKidz,Zonderkidz,Zondervan Zondervan,1472
The Alice Network: A Reese's Book Club Pick,2352,4.6,66893,8.22,Military,William Morrow Paperbacks,William Morrow & Company,Kate Quinn,560
Brain Games - Word Searches - Large Print (Red),2353,4.8,5174,6.25,Logic & Brain Teasers,"Publications International, Ltd.","Publications International, Ltd.",Ltd. Publications,192
The Crystal Bible (The Crystal Bible Series),2354,4.8,17356,9.95,Spiritual,Krause Publications,Krause Publications,Judy Hall,400
The Third Wheel (Diary of a Wimpy Kid #7),2356,4.7,20970,6.99,Humor,Harry N. Abrams,Harry N. Abrams,Jeff Kinney,224
NLT THRIVE Devotional Bible for Women (Hardcover),2356,4.9,1862,21.24,Bibles,Tyndale House Publishers,"Tyndale House Publishers, Inc.",Tyndale Tyndale,1664
"Ultimate Guide: Wiring, 9th Updated Edition (Creative Homeowner) DIY Residential Home Electrical Installations and Repairs - New Switches, Outdoor Lighting, LED, Step-by-Step Photos (Ultimate Guides)",2357,4.6,620,16.39,Electrical,Creative Homeowner,,Byers Charles,328
"Mastering Pizza: The Art and Practice of Handmade Pizza, Focaccia, and Calzone [A Cookbook]",2358,4.7,1974,17.59,Pizza,Ten Speed Press,Ten Speed Press,David Joachim,272
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2359,4.8,6957,4.59,Emotions & Feelings,Atheneum Books for Young Readers,Atheneum Books for Young Readers,Judith Viorst,32
Cry Baby Coloring Book,2360,4.7,4145,17.99,Popular,Ulysses Press,Ulysses Press,Melanie Martinez,40
Q&A a Day: 5-Year Journal,2362,4.7,9440,5.00,Creativity,Potter Style,Potter Style,Gift Potter,368
"Winning the War in Your Mind: Change Your Thinking, Change Your Life",2362,4.8,9978,10.48,Stress Management,Zondervan,HarperCollins Christian Pub.,Craig Groeschel,256
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 3,2364,4.9,3721,12.99,Genre Fiction,Seven Seas,Seven Seas,Xiu Mo,476
Let Us Descend: A Novel (Oprah's Book Club 2023),2368,4.0,872,13.99,Historical,Scribner,,Jesmyn Ward,320
"The Shadow of the Gods (The Bloodsworn Trilogy, 1)",2369,4.6,6969,14.85,Fantasy,Orbit,Orbit,John Gwynne,528
The Master and Margarita: 50th-Anniversary Edition (Penguin Classics Deluxe Edition),2370,4.5,3626,9.90,Classics,Penguin Classics,Penguin Classics,Mikhail Bulgakov,448
Meet Me at the Lake,2370,4.1,14935,5.00,Genre Fiction,Berkley,,Carley Fortune,336
"Unicorn, Mermaid & Princess: Cute, Fun and Magical Coloring Book For Kids Ages 4-8",2372,4.8,44,7.99,Horses,Independently published,,Press Little,104
Seafood Simple: A Cookbook,2373,4.4,149,23.67,Fish & Seafood,Random House,,Eric Ripert,304
"Solo Leveling, Vol. 7 (comic) (Solo Leveling (comic), 7)",2374,4.9,430,14.00,Fantasy,Ize Press,,goon h,304
World War II: The Definitive Visual History from Blitzkrieg to the Atom Bomb (DK Definitive Visual Histories),2374,4.8,2733,33.17,United States,DK,DK,DK DK,372
"The Intentional Father: A Practical Guide to Raise Sons of Courage and Character (Includes Activities, Rites of Passage, and Steps for Parenting Boys. ... for Dads, Grandpas, and Expectant Fathers)",2375,4.7,974,9.69,Christian Living,Baker Books,Baker Books,Tyson Jon,256
We'moon 2024 Spiral Edition: Gaia Rhythms for Womyn (Luminations),2376,4.7,34,18.47,New Age & Spirituality,Mother Tongue Ink,,Ink Mother,
The Explosive Child,2376,4.7,6533,9.99,Conflict Management,Harper Paperbacks,,Ross Greene,272
101 Herbal Remedies You Should Know Before 2025: Inspired By Barbara O'Neill's Teachings: What Big Pharma Doesn't Want You to Know. (100% Naturopath With Barbara O'Neill),2378,5.0,11,12.99,Herbs,Litbooks Publishers,,Niella Brown,113
